"4,""995"",""Is Noise Always Bad? Exploring the Effects of Ambient Noise on Creative Cognition"",""Journal of Consumer Research"",""1537-5277"","" 0093-5301"",""17 Psychology and Cognitive Sciences";" 1701 Psychology"","""",""01-12-2012"",""10.1086/665048"",""79"",""18"",""2"",""0"",""468"",""0"",""1"",""42"",""1"",""25"",""0"",""7"",""0"",""0"",""0"",""1"",""0"",""419"",""74"",""https://www.altmetric.com/details/1575589"",""https://api.altmetric.com/v1/donut/1575589_240.png""";;;;;;;;;;;;;;;;;
"8,""830"",""The Role of Application Assistance and Information in College Decisions: Results from the H&R Block Fafsa Experiment"",""Quarterly Journal of Economics"",""1531-4650"","" 0033-5533"","""","""",""18-04-2012"",""10.1093/qje/qjs017"",""114"",""4"",""16"",""0"",""986"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""243"",""220"",""https://www.altmetric.com/details/704830"",""https://api.altmetric.com/v1/donut/704830_240.png""";;;;;;;;;;;;;;;;;;
